,Timestamp,outdoor air temperature (F),humidity,windspeed,cloudcover,solar irradiance on PV panels (Watt per m^2),building total power consumption (Watts),freezer power consumption (Watts),refrigerator power consumption (Watts),refrigerator fan power consumption (Watts),west air conditioning power consumption (Watts),east air conditioning power consumption (Watts),total power consumption (Watts),Better Timestamp,date,time,month,12-hr-time
31,2021-01-01 07:45:00,44.1,90.0,5.79,0.76,0.0,26088.33203125,356.0137939453125,8.54257583618164,244.907958984375,303.404541015625,1019.9544677734376,28021.15536880493,2021-01-01 07:45:00,2021-01-01,07:45:00,1,07:45am
32,2021-01-01 08:00:00,44.53,90.0,5.74,0.76,2.76523886880113,27367.134765625,354.9724426269531,7.857585906982422,68.9259262084961,302.03570556640625,960.8897705078124,29061.81619644165,2021-01-01 08:00:00,2021-01-01,08:00:00,1,08:00am
33,2021-01-01 08:15:00,45.3,89.0,5.63,0.77,24.306166010441707,27306.615234375,3798.58447265625,10.978815078735352,242.8750457763672,302.8294982910156,1034.916015625,32696.799081802368,2021-01-01 08:15:00,2021-01-01,08:15:00,1,08:15am
34,2021-01-01 08:30:00,45.76,89.0,5.48,0.77,44.82524878450148,28358.1015625,3792.60546875,8.729817390441895,455.7620239257813,303.34149169921875,944.07666015625,33862.61702442169,2021-01-01 08:30:00,2021-01-01,08:30:00,1,08:30am
35,2021-01-01 08:45:00,46.2,88.0,5.03,0.77,63.90211080931544,,3787.931396484375,8.843256950378418,43.32258987426758,,,,2021-01-01 08:45:00,2021-01-01,08:45:00,1,08:45am
36,2021-01-01 09:00:00,46.86,87.0,4.88,0.77,82.84325200238881,28378.580078125,3784.19287109375,8.751850128173828,200.614013671875,303.8589782714844,1027.791015625,33703.78880691528,2021-01-01 09:00:00,2021-01-01,09:00:00,1,09:00am
37,2021-01-01 09:15:00,47.81,86.0,4.73,0.77,100.77576659764696,25624.0859375,3786.97314453125,11.072729110717772,252.1752471923828,303.469970703125,956.197998046875,30933.97502708435,2021-01-01 09:15:00,2021-01-01,09:15:00,1,09:15am
38,2021-01-01 09:30:00,48.63,85.0,4.62,0.77,117.81596534828128,,,,,,,,2021-01-01 09:30:00,2021-01-01,09:30:00,1,09:30am
39,2021-01-01 09:45:00,49.33,84.0,4.77,0.76,137.67327845583506,27514.96484375,3784.75244140625,9.95576286315918,455.4431762695313,302.6586303710937,1006.1896362304688,33073.9644908905,2021-01-01 09:45:00,2021-01-01,09:45:00,1,09:45am
40,2021-01-01 10:00:00,50.3,82.0,4.81,0.75,157.63775753090633,24880.923828125,350.9779052734375,14.549345016479492,456.3998107910156,304.35528564453125,950.0219116210938,26957.228086471558,2021-01-01 10:00:00,2021-01-01,10:00:00,1,10:00am
41,2021-01-01 10:15:00,51.4,80.0,4.94,0.73,179.9584216790674,,,,,303.3204650878906,1022.432861328125,,2021-01-01 10:15:00,2021-01-01,10:15:00,1,10:15am
42,2021-01-01 10:30:00,52.6,78.0,5.16,0.7,204.3242695750214,32537.611328125,3888.14013671875,7.573358535766602,456.16064453125,303.0243225097656,957.7301025390624,38150.239892959595,2021-01-01 10:30:00,2021-01-01,10:30:00,1,10:30am
43,2021-01-01 10:45:00,53.95,75.0,5.89,0.67,232.44280374416263,28826.828125,4086.1591796875,14.780792236328123,455.021484375,303.2581481933594,949.9363403320312,34635.98406982422,2021-01-01 10:45:00,2021-01-01,10:45:00,1,10:45am
44,2021-01-01 11:00:00,54.82,74.0,6.53,0.74,231.77016734283296,27971.580078125,3850.78564453125,12.676454544067385,,302.9702453613281,949.8490600585938,,2021-01-01 11:00:00,2021-01-01,11:00:00,1,11:00am
45,2021-01-01 11:15:00,55.42,73.0,7.16,0.81,224.67228808685047,35771.4296875,3835.8681640625,10.318037033081056,455.85009765625,302.8946838378906,998.8468017578124,41375.207471847534,2021-01-01 11:15:00,2021-01-01,11:15:00,1,11:15am
