,oat,humidity,windspeed,cloudcover,solar,sr
2021-02-03 06:15:00,45.92,96.0,11.78,0.93,0.0,0.0
2021-02-03 06:30:00,46.07,96.0,11.65,0.93,0.0,0.0
2021-02-03 06:45:00,46.19,96.0,11.11,0.93,0.0,0.0
2021-02-03 07:00:00,46.2,97.0,10.83,0.93,0.0,0.0
2021-02-03 07:15:00,46.13,97.0,11.34,0.93,0.0,0.0
2021-02-03 07:30:00,45.97,97.0,10.98,0.92,0.0,0.0
2021-02-03 07:45:00,45.88,97.0,10.95,0.92,5.94747513408127,5.94747513408127
2021-02-03 08:00:00,45.62,97.0,10.44,0.92,25.254825159854857,25.254825159854857
2021-02-03 08:15:00,45.3,96.0,9.89,0.91,45.29985503853821,45.29985503853821
2021-02-03 08:30:00,44.94,96.0,9.29,0.91,61.696822774410705,61.696822774410705
2021-02-03 08:45:00,44.69,95.0,8.5,0.9,79.01270428277542,79.01270428277542
2021-02-03 09:00:00,44.58,94.0,8.07,0.89,97.39304540311005,97.39304540311005
2021-02-03 09:15:00,44.65,92.0,7.6,0.89,113.20661723206277,113.20661723206277
2021-02-03 09:30:00,44.85,90.0,7.27,0.89,128.98428830151317,128.98428830151317
2021-02-03 09:45:00,45.11,89.0,8.02,0.88,154.37564880666858,154.37564880666858
2021-02-03 10:00:00,45.39,87.0,7.8,0.85,181.80950623159598,181.80950623159598
2021-02-03 10:15:00,45.71,85.0,7.69,0.78,223.77400598993995,223.77400598993995
2021-02-03 10:30:00,46.08,84.0,7.66,0.7,263.16958342751315,263.16958342751315
2021-02-03 10:45:00,46.61,84.0,6.37,0.62,283.6593808795706,283.6593808795706
2021-02-03 11:00:00,47.03,82.0,6.4,0.56,309.10565585959813,309.10565585959813
2021-02-03 11:15:00,47.4,81.0,6.82,0.51,328.7522275438939,328.7522275438939
2021-02-03 11:30:00,47.87,80.0,7.01,0.5,339.66526537468496,339.66526537468496
2021-02-03 11:45:00,48.62,78.0,7.18,0.43,354.00731244304825,354.00731244304825
2021-02-03 12:00:00,49.07,75.0,7.18,0.52,355.2080825561865,355.2080825561865
2021-02-03 12:15:00,49.43,74.0,7.28,0.47,363.2809743256437,363.2809743256437
2021-02-03 12:30:00,49.75,72.0,7.34,0.39,369.93655282244424,369.93655282244424
2021-02-03 12:45:00,50.0,71.0,7.23,0.32,368.11238631907565,368.11238631907565
2021-02-03 13:00:00,50.26,70.0,7.3,0.31,366.2892850480253,366.2892850480253
2021-02-03 13:15:00,50.58,69.0,7.43,0.31,363.69812292106633,363.69812292106633
2021-02-03 13:30:00,50.79,68.0,7.54,0.32,359.7552961881686,359.7552961881686
2021-02-03 13:45:00,50.92,69.0,8.54,0.4,357.3234533179677,357.3234533179677
2021-02-03 14:00:00,50.99,69.0,8.65,0.4,348.0141199137237,348.0141199137237
2021-02-03 14:15:00,50.53,72.0,8.83,0.39,332.75105778786894,332.75105778786894
2021-02-03 14:30:00,50.56,73.0,8.83,0.35,317.27438624373053,317.27438624373053
2021-02-03 14:45:00,50.61,72.0,7.64,0.31,293.719526828664,293.719526828664
2021-02-03 15:00:00,50.43,73.0,7.58,0.29,272.90180542621704,272.90180542621704
2021-02-03 15:15:00,48.78,78.0,7.24,0.29,243.47071641937453,243.47071641937453
2021-02-03 15:30:00,48.75,79.0,7.02,0.3,219.3394303162703,219.3394303162703
2021-02-03 15:45:00,48.4,81.0,7.72,0.3,196.76140837061618,196.76140837061618
2021-02-03 16:00:00,48.3,82.0,7.45,0.32,168.74764587610454,168.74764587610454
2021-02-03 16:15:00,48.26,82.0,7.33,0.32,140.24858957220994,140.24858957220994
2021-02-03 16:30:00,48.04,83.0,7.05,0.35,108.9619006209029,108.9619006209029
2021-02-03 16:45:00,47.65,84.0,6.68,0.38,75.77582678587078,75.77582678587078
2021-02-03 17:00:00,47.3,85.0,6.21,0.39,42.27152480518553,42.27152480518553
2021-02-03 17:15:00,47.05,83.0,6.26,0.33,9.7209880837461,9.7209880837461
2021-02-03 17:30:00,46.26,86.0,5.85,0.33,0.0,0.0
2021-02-03 17:45:00,45.22,89.0,5.51,0.32,0.0,0.0
2021-02-03 18:00:00,44.62,91.0,5.23,0.32,0.0,0.0
2021-02-03 18:15:00,44.11,91.0,5.02,0.32,0.0,0.0
2021-02-03 18:30:00,43.66,92.0,4.87,0.32,0.0,0.0
2021-02-03 18:45:00,42.98,87.0,4.73,0.31,0.0,0.0
2021-02-03 19:00:00,42.6,92.0,4.6,0.3,0.0,0.0
2021-02-03 19:15:00,42.23,88.0,4.45,0.29,0.0,0.0
2021-02-03 19:30:00,41.92,88.0,4.36,0.28,0.0,0.0
2021-02-03 19:45:00,41.7,90.0,3.78,0.26,0.0,0.0
2021-02-03 20:00:00,41.45,91.0,3.75,0.26,0.0,0.0
2021-02-03 20:15:00,41.16,91.0,3.72,0.25,0.0,0.0
2021-02-03 20:30:00,40.94,91.0,3.72,0.25,0.0,0.0
2021-02-03 20:45:00,40.55,91.0,3.51,0.25,0.0,0.0
2021-02-03 21:00:00,40.36,92.0,3.5,0.23,0.0,0.0
2021-02-03 21:15:00,40.03,92.0,3.52,0.22,0.0,0.0
2021-02-03 21:30:00,39.79,92.0,3.57,0.2,0.0,0.0
2021-02-03 21:45:00,39.8,91.0,4.29,0.18,0.0,0.0
2021-02-03 22:00:00,39.53,91.0,4.31,0.17,0.0,0.0
2021-02-03 22:15:00,39.17,90.0,4.22,0.17,0.0,0.0
2021-02-03 22:30:00,38.92,90.0,4.22,0.18,0.0,0.0
2021-02-03 22:45:00,38.12,92.0,3.59,0.18,0.0,0.0
2021-02-03 23:00:00,37.92,91.0,3.65,0.18,0.0,0.0
2021-02-03 23:15:00,37.72,90.0,3.66,0.18,0.0,0.0
2021-02-03 23:30:00,37.57,89.0,3.78,0.17,0.0,0.0
2021-02-03 23:45:00,37.4,89.0,3.94,0.16,0.0,0.0
2021-02-04 00:00:00,37.23,89.0,3.96,0.15,0.0,0.0
2021-02-04 00:15:00,36.97,85.0,4.04,0.15,0.0,0.0
2021-02-04 00:30:00,36.76,85.0,4.07,0.14,0.0,0.0
2021-02-04 00:45:00,36.74,84.0,4.52,0.13,0.0,0.0
2021-02-04 01:00:00,36.51,83.0,4.53,0.13,0.0,0.0
2021-02-04 01:15:00,36.32,82.0,4.41,0.12,0.0,0.0
2021-02-04 01:30:00,36.12,82.0,4.4,0.12,0.0,0.0
2021-02-04 01:45:00,35.81,82.0,4.36,0.12,0.0,0.0
2021-02-04 02:00:00,35.59,82.0,4.35,0.12,0.0,0.0
2021-02-04 02:15:00,34.74,81.0,4.6,0.13,0.0,0.0
2021-02-04 02:30:00,34.56,81.0,4.58,0.12,0.0,0.0
2021-02-04 02:45:00,34.21,82.0,3.88,0.11,0.0,0.0
2021-02-04 03:00:00,34.07,82.0,3.89,0.09,0.0,0.0
2021-02-04 03:15:00,34.08,81.0,3.69,0.08,0.0,0.0
2021-02-04 03:30:00,33.97,81.0,3.79,0.07,0.0,0.0
2021-02-04 03:45:00,34.0,81.0,4.6,0.06,0.0,0.0
2021-02-04 04:00:00,33.72,82.0,4.57,0.05,0.0,0.0
2021-02-04 04:15:00,33.62,82.0,4.66,0.05,0.0,0.0
2021-02-04 04:30:00,33.53,81.0,4.77,0.05,0.0,0.0
2021-02-04 04:45:00,33.45,80.0,4.25,0.06,0.0,0.0
2021-02-04 05:00:00,33.37,80.0,4.39,0.06,0.0,0.0
2021-02-04 05:15:00,33.11,77.0,4.7,0.06,0.0,0.0
2021-02-04 05:30:00,32.92,78.0,4.89,0.06,0.0,0.0
2021-02-04 05:45:00,32.83,78.0,5.08,0.06,0.0,0.0
2021-02-04 06:00:00,32.78,78.0,5.18,0.06,0.0,0.0
2021-02-04 06:15:00,33.05,77.0,4.97,0.06,0.0,0.0
2021-02-04 06:30:00,33.05,77.0,5.07,0.06,0.0,0.0
2021-02-04 06:45:00,33.15,77.0,5.55,0.06,0.0,0.0
2021-02-04 07:00:00,33.33,77.0,5.53,0.06,0.0,0.0
2021-02-04 07:15:00,33.52,76.0,5.25,0.06,0.0,0.0
2021-02-04 07:30:00,33.82,76.0,5.14,0.06,0.0,0.0
2021-02-04 07:45:00,34.19,76.0,4.58,0.06,21.05947858390095,21.05947858390095
2021-02-04 08:00:00,34.94,75.0,4.42,0.06,49.97008607295927,49.97008607295927
2021-02-04 08:15:00,35.86,73.0,4.02,0.06,77.9518234107064,77.9518234107064
2021-02-04 08:30:00,37.03,72.0,3.92,0.06,105.1928817982594,105.1928817982594
2021-02-04 08:45:00,38.2,71.0,3.95,0.07,133.3976732416877,133.3976732416877
2021-02-04 09:00:00,39.51,70.0,3.78,0.07,158.09645784104555,158.09645784104555
2021-02-04 09:15:00,40.75,69.0,3.26,0.07,179.08692201433988,179.08692201433988
2021-02-04 09:30:00,42.18,68.0,3.05,0.08,202.13425068666572,202.13425068666572
2021-02-04 09:45:00,43.94,66.0,3.0,0.09,226.469369154653,226.469369154653
2021-02-04 10:00:00,45.13,65.0,2.93,0.09,245.59233659369,245.59233659369
2021-02-04 10:15:00,45.92,65.0,2.97,0.13,269.87496283088416,269.87496283088416
2021-02-04 10:30:00,46.91,65.0,2.99,0.18,292.6784304044596,292.6784304044596
2021-02-04 10:45:00,47.29,65.0,2.84,0.23,310.30274261429844,310.30274261429844
2021-02-04 11:00:00,48.21,64.0,2.92,0.26,325.8890857021578,325.8890857021578
2021-02-04 11:15:00,49.2,62.0,3.5,0.3,344.83381319585544,344.83381319585544
2021-02-04 11:30:00,50.07,61.0,3.7,0.32,355.3528098415174,355.3528098415174
2021-02-04 11:45:00,50.84,62.0,3.68,0.06,324.8292179191788,324.8292179191788
2021-02-04 12:00:00,51.58,62.0,3.87,0.06,329.85752599254715,329.85752599254715
2021-02-04 12:15:00,52.23,61.0,4.08,0.06,335.2028593196486,335.2028593196486
2021-02-04 12:30:00,52.97,61.0,4.13,0.06,335.5056179623571,335.5056179623571
2021-02-04 12:45:00,53.87,59.0,3.76,0.07,336.7553703181675,336.7553703181675
2021-02-04 13:00:00,54.31,59.0,3.95,0.09,339.0521744497698,339.0521744497698
2021-02-04 13:15:00,54.61,59.0,4.3,0.07,332.1315984000072,332.1315984000072
2021-02-04 13:30:00,54.85,59.0,4.56,0.07,327.0398301411007,327.0398301411007
2021-02-04 13:45:00,55.12,57.99999999999999,5.57,0.07,326.05360204972567,326.05360204972567
2021-02-04 14:00:00,55.16,59.0,5.87,0.07,316.4752059454536,316.4752059454536
2021-02-04 14:15:00,55.15,59.0,6.04,0.09,309.6549173929528,309.6549173929528
2021-02-04 14:30:00,55.06,60.0,6.09,0.11,298.2679314933268,298.2679314933268
2021-02-04 14:45:00,54.92,62.0,6.0,0.13,282.1043090055188,282.1043090055188
2021-02-04 15:00:00,54.68,63.0,5.99,0.13,262.78965382532317,262.78965382532317
2021-02-04 15:15:00,54.38,64.0,5.98,0.11,238.51531797547915,238.51531797547915
2021-02-04 15:30:00,54.01,66.0,5.93,0.09,210.81043629620575,210.81043629620575
2021-02-04 15:45:00,53.62,67.0,5.31,0.05,175.5353076196074,175.5353076196074
2021-02-04 16:00:00,53.02,69.0,5.11,0.05,148.37474641361348,148.37474641361348
2021-02-04 16:15:00,51.39,73.0,4.87,0.11,125.4161766952119,125.4161766952119
2021-02-04 16:30:00,50.77,74.0,4.49,0.19,102.13305749892284,102.13305749892284
2021-02-04 16:45:00,49.71,75.0,3.9,0.26,73.03453230000497,73.03453230000497
2021-02-04 17:00:00,49.01,77.0,3.64,0.28,40.89829522289422,40.89829522289422
2021-02-04 17:15:00,48.36,77.0,3.8,0.05,4.934830411354423,4.934830411354423
2021-02-04 17:30:00,47.59,78.0,3.67,0.04,0.0,0.0
2021-02-04 17:45:00,47.09,78.0,4.37,0.03,0.0,0.0
2021-02-04 18:00:00,46.43,78.0,4.2,0.04,0.0,0.0
2021-02-04 18:15:00,45.84,79.0,4.05,0.07,0.0,0.0
2021-02-04 18:30:00,45.3,79.0,3.9,0.1,0.0,0.0
2021-02-04 18:45:00,44.92,79.0,3.6,0.13,0.0,0.0
2021-02-04 19:00:00,44.43,80.0,3.54,0.15,0.0,0.0
2021-02-04 19:15:00,44.1,79.0,3.65,0.15,0.0,0.0
2021-02-04 19:30:00,43.8,79.0,3.65,0.15,0.0,0.0
2021-02-04 19:45:00,43.26,82.0,3.23,0.13,0.0,0.0
2021-02-04 20:00:00,43.03,82.0,3.29,0.12,0.0,0.0
2021-02-04 20:15:00,43.35,81.0,3.31,0.08,0.0,0.0
2021-02-04 20:30:00,43.42,80.0,3.35,0.05,0.0,0.0
2021-02-04 20:45:00,43.2,81.0,3.3,0.03,0.0,0.0
2021-02-04 21:00:00,43.08,80.0,3.44,0.02,0.0,0.0
2021-02-04 21:15:00,42.88,80.0,3.71,0.02,0.0,0.0
2021-02-04 21:30:00,42.74,80.0,3.88,0.02,0.0,0.0
2021-02-04 21:45:00,42.56,80.0,3.82,0.02,0.0,0.0
2021-02-04 22:00:00,42.36,80.0,3.85,0.02,0.0,0.0
2021-02-04 22:15:00,42.11,80.0,3.81,0.02,0.0,0.0
2021-02-04 22:30:00,41.85,80.0,3.66,0.02,0.0,0.0
2021-02-04 22:45:00,41.45,82.0,3.68,0.02,0.0,0.0
2021-02-04 23:00:00,41.19,81.0,3.58,0.02,0.0,0.0
2021-02-04 23:15:00,41.01,81.0,3.44,0.02,0.0,0.0
2021-02-04 23:30:00,40.77,81.0,3.36,0.02,0.0,0.0
2021-02-04 23:45:00,40.73,80.0,3.3,0.03,0.0,0.0
2021-02-05 00:00:00,40.72,79.0,3.72,0.02,0.0,0.0
2021-02-05 00:15:00,40.48,80.0,3.62,0.02,0.0,0.0
2021-02-05 00:30:00,40.28,80.0,3.47,0.02,0.0,0.0
2021-02-05 00:45:00,40.32,78.0,3.45,0.02,0.0,0.0
2021-02-05 01:00:00,40.18,78.0,3.55,0.02,0.0,0.0
2021-02-05 01:15:00,40.11,78.0,3.56,0.02,0.0,0.0
2021-02-05 01:30:00,40.09,78.0,3.62,0.01,0.0,0.0
2021-02-05 01:45:00,39.64,80.0,3.53,0.01,0.0,0.0
2021-02-05 02:00:00,39.64,80.0,3.54,0.0,0.0,0.0
2021-02-05 02:15:00,39.7,79.0,3.29,0.0,0.0,0.0
2021-02-05 02:30:00,39.71,79.0,3.32,0.0,0.0,0.0
2021-02-05 02:45:00,39.55,77.0,3.6,0.01,0.0,0.0
2021-02-05 03:00:00,39.5,77.0,3.61,0.01,0.0,0.0
2021-02-05 03:15:00,39.3,77.0,3.41,0.01,0.0,0.0
2021-02-05 03:30:00,39.17,78.0,3.34,0.02,0.0,0.0
2021-02-05 03:45:00,39.09,78.0,3.15,0.02,0.0,0.0
2021-02-05 04:00:00,38.66,80.0,3.2,0.02,0.0,0.0
2021-02-05 04:15:00,38.45,81.0,3.18,0.02,0.0,0.0
2021-02-05 04:30:00,38.22,81.0,3.19,0.02,0.0,0.0
2021-02-05 04:45:00,38.01,81.0,3.18,0.02,0.0,0.0
2021-02-05 05:00:00,37.79,82.0,3.19,0.02,0.0,0.0
2021-02-05 05:15:00,37.68,81.0,3.52,0.02,0.0,0.0
2021-02-05 05:30:00,37.35,83.0,3.45,0.01,0.0,0.0
2021-02-05 05:45:00,37.28,83.0,3.09,0.01,0.0,0.0
2021-02-05 06:00:00,37.14,84.0,3.14,0.01,0.0,0.0
2021-02-05 06:15:00,36.75,85.0,3.32,0.01,0.0,0.0
2021-02-05 06:30:00,36.63,85.0,3.4,0.01,0.0,0.0
2021-02-05 06:45:00,36.54,85.0,3.48,0.01,0.0,0.0
2021-02-05 07:00:00,36.14,86.0,3.71,0.01,0.0,0.0
2021-02-05 07:15:00,36.31,86.0,3.64,0.0,0.0,0.0
2021-02-05 07:30:00,36.56,86.0,3.51,0.0,0.0,0.0
2021-02-05 07:45:00,37.07,85.0,3.28,0.01,17.538360502498698,17.538360502498698
2021-02-05 08:00:00,37.43,85.0,3.21,0.02,42.13017559009131,42.13017559009131
2021-02-05 08:15:00,38.77,81.0,2.97,0.02,67.85240823237415,67.85240823237415
2021-02-05 08:30:00,40.03,80.0,2.73,0.02,90.85939858001797,90.85939858001797
2021-02-05 08:45:00,41.0,79.0,2.31,0.02,111.80131395398976,111.80131395398976
2021-02-05 09:00:00,42.24,78.0,2.15,0.02,132.82676902347276,132.82676902347276
2021-02-05 09:15:00,43.04,77.0,2.06,0.02,153.12140752691204,153.12140752691204
2021-02-05 09:30:00,44.21,76.0,1.95,0.02,172.12186637613405,172.12186637613405
2021-02-05 09:45:00,45.34,75.0,2.05,0.03,194.0653499553384,194.0653499553384
2021-02-05 10:00:00,46.43,75.0,2.18,0.03,210.79528607149797,210.79528607149797
2021-02-05 10:15:00,47.5,73.0,2.66,0.03,233.03517676666968,233.03517676666968
2021-02-05 10:30:00,48.4,72.0,3.01,0.04,253.93849804440492,253.93849804440492
2021-02-05 10:45:00,49.37,71.0,3.22,0.04,269.4467435815806,269.4467435815806
2021-02-05 11:00:00,50.11,71.0,3.78,0.06,290.1143662953306,290.1143662953306
2021-02-05 11:15:00,50.66,71.0,4.48,0.08,309.9977980611713,309.9977980611713
2021-02-05 11:30:00,51.11,72.0,5.26,0.1,326.3084359818323,326.3084359818323
2021-02-05 11:45:00,51.9,72.0,5.93,0.12,341.09590205387326,341.09590205387326
2021-02-05 12:00:00,52.15,72.0,6.46,0.12,348.5489924760197,348.5489924760197
2021-02-05 12:15:00,52.64,72.0,6.93,0.12,351.09951329662806,351.09951329662806
2021-02-05 12:30:00,52.97,72.0,7.06,0.12,351.59956203024325,351.59956203024325
2021-02-05 12:45:00,53.46,71.0,7.57,0.13,356.3563660340828,356.3563660340828
2021-02-05 13:00:00,53.72,71.0,7.88,0.14,356.42752009047297,356.42752009047297
2021-02-05 13:15:00,53.81,71.0,8.2,0.17,357.72311467516874,357.72311467516874
2021-02-05 13:30:00,53.87,72.0,8.36,0.2,354.15658745787334,354.15658745787334
2021-02-05 13:45:00,53.78,72.0,8.45,0.23,349.4411690913338,349.4411690913338
2021-02-05 14:00:00,53.7,73.0,8.43,0.25,339.27566060256646,339.27566060256646
2021-02-05 14:15:00,53.53,74.0,8.44,0.26,326.5262612833693,326.5262612833693
2021-02-05 14:30:00,53.31,75.0,8.39,0.27,311.3402232286258,311.3402232286258
2021-02-05 14:45:00,53.01,76.0,8.33,0.28,293.99823536966653,293.99823536966653
2021-02-05 15:00:00,51.06,82.0,8.11,0.36,267.9609273914112,267.9609273914112
2021-02-05 15:15:00,50.97,83.0,8.01,0.37,245.89586414978737,245.89586414978737
2021-02-05 15:30:00,50.56,84.0,7.89,0.38,221.73915354961227,221.73915354961227
2021-02-05 15:45:00,51.41,82.0,6.77,0.41,193.5660603728051,193.5660603728051
2021-02-05 16:00:00,50.79,84.0,6.63,0.39,165.15056867988352,165.15056867988352
2021-02-05 16:15:00,50.51,85.0,6.51,0.42,135.80808001499753,135.80808001499753
2021-02-05 16:30:00,50.18,86.0,6.38,0.45,104.35801043820729,104.35801043820729
2021-02-05 16:45:00,49.55,88.0,6.1,0.48,71.67033142191116,71.67033142191116
2021-02-05 17:00:00,49.16,89.0,5.84,0.51,39.48468153480606,39.48468153480606
2021-02-05 17:15:00,48.76,90.0,5.71,0.57,7.2141404644867375,7.2141404644867375
2021-02-05 17:30:00,48.46,91.0,4.87,0.57,0.0,0.0
2021-02-05 17:45:00,47.8,92.0,4.25,0.57,0.0,0.0
2021-02-05 18:00:00,47.58,92.0,3.81,0.62,0.0,0.0
2021-02-05 18:15:00,47.14,93.0,3.49,0.62,0.0,0.0
2021-02-05 18:30:00,46.54,93.0,3.28,0.6,0.0,0.0
2021-02-05 18:45:00,45.81,94.0,3.89,0.59,0.0,0.0
2021-02-05 19:00:00,45.63,94.0,3.97,0.62,0.0,0.0
2021-02-05 19:15:00,45.26,93.0,3.85,0.6,0.0,0.0
2021-02-05 19:30:00,44.9,93.0,3.77,0.57,0.0,0.0
2021-02-05 19:45:00,44.34,94.0,3.17,0.56,0.0,0.0
2021-02-05 20:00:00,44.71,95.0,3.16,0.59,0.0,0.0
2021-02-05 20:15:00,44.35,94.0,3.1,0.57,0.0,0.0
2021-02-05 20:30:00,43.91,95.0,3.05,0.52,0.0,0.0
2021-02-05 20:45:00,43.15,96.0,2.88,0.49,0.0,0.0
2021-02-05 21:00:00,43.07,96.0,2.68,0.52,0.0,0.0
2021-02-05 21:15:00,42.71,96.0,2.66,0.52,0.0,0.0
2021-02-05 21:30:00,42.38,95.0,2.69,0.53,0.0,0.0
2021-02-05 21:45:00,42.17,95.0,3.22,0.54,0.0,0.0
2021-02-05 22:00:00,41.8,95.0,3.29,0.53,0.0,0.0
2021-02-05 22:15:00,41.49,94.0,3.41,0.52,0.0,0.0
2021-02-05 22:30:00,41.18,94.0,3.57,0.48,0.0,0.0
2021-02-05 22:45:00,40.86,95.0,3.48,0.45,0.0,0.0
2021-02-05 23:00:00,40.67,94.0,3.58,0.43,0.0,0.0
2021-02-05 23:15:00,40.4,93.0,3.57,0.41,0.0,0.0
2021-02-05 23:30:00,40.14,93.0,3.53,0.39,0.0,0.0
2021-02-05 23:45:00,40.13,93.0,3.33,0.38,0.0,0.0
2021-02-06 00:00:00,40.02,90.0,3.44,0.36,0.0,0.0
2021-02-06 00:15:00,39.79,90.0,3.41,0.36,0.0,0.0
2021-02-06 00:30:00,39.61,89.0,3.75,0.36,0.0,0.0
2021-02-06 00:45:00,39.42,88.0,3.77,0.36,0.0,0.0
2021-02-06 01:00:00,39.23,88.0,3.79,0.36,0.0,0.0
2021-02-06 01:15:00,39.2,88.0,3.61,0.35,0.0,0.0
2021-02-06 01:30:00,39.04,87.0,3.67,0.35,0.0,0.0
2021-02-06 01:45:00,39.37,88.0,3.31,0.35,0.0,0.0
2021-02-06 02:00:00,39.75,87.0,3.26,0.26,0.0,0.0
2021-02-06 02:15:00,39.59,87.0,3.22,0.25,0.0,0.0
2021-02-06 02:30:00,39.27,88.0,3.41,0.2,0.0,0.0
2021-02-06 02:45:00,39.25,88.0,3.42,0.2,0.0,0.0
2021-02-06 03:00:00,39.07,88.0,3.38,0.19,0.0,0.0
2021-02-06 03:15:00,38.83,87.0,3.52,0.19,0.0,0.0
2021-02-06 03:30:00,38.6,87.0,3.47,0.19,0.0,0.0
2021-02-06 03:45:00,38.43,87.0,3.16,0.19,0.0,0.0
2021-02-06 04:00:00,38.25,87.0,3.13,0.19,0.0,0.0
2021-02-06 04:15:00,38.11,87.0,3.1,0.19,0.0,0.0
2021-02-06 04:30:00,38.16,86.0,2.88,0.25,0.0,0.0
2021-02-06 04:45:00,37.98,86.0,2.89,0.23,0.0,0.0
2021-02-06 05:00:00,37.81,86.0,2.9,0.21,0.0,0.0
2021-02-06 05:15:00,37.7,87.0,3.13,0.26,0.0,0.0
2021-02-06 05:30:00,37.43,87.0,3.19,0.22,0.0,0.0
2021-02-06 05:45:00,37.33,86.0,3.17,0.18,0.0,0.0
2021-02-06 06:00:00,37.13,87.0,3.17,0.17,0.0,0.0
2021-02-06 06:15:00,37.05,86.0,3.2,0.15,0.0,0.0
2021-02-06 06:30:00,36.57,84.0,3.48,0.14,0.0,0.0
2021-02-06 06:45:00,36.63,84.0,3.46,0.13,0.0,0.0
2021-02-06 07:00:00,36.77,83.0,3.44,0.12,0.0,0.0
2021-02-06 07:15:00,36.92,83.0,3.38,0.11,0.0,0.0
2021-02-06 07:30:00,37.52,81.0,3.1,0.17,0.16571444029305504,0.16571444029305504
2021-02-06 07:45:00,38.02,83.0,3.06,0.14,27.825228660890993,27.825228660890993
2021-02-06 08:00:00,38.27,80.0,3.18,0.14,57.68112489643495,57.68112489643495
2021-02-06 08:15:00,39.55,78.0,3.07,0.16,87.90580672694057,87.90580672694057
2021-02-06 08:30:00,41.01,76.0,2.97,0.11,111.3751609088475,111.3751609088475
2021-02-06 08:45:00,42.1,75.0,2.64,0.08,131.6246645921366,131.6246645921366
2021-02-06 09:00:00,43.68,74.0,2.74,0.1,159.62214369211466,159.62214369211466
2021-02-06 09:15:00,45.09,72.0,2.72,0.09,182.63105926076014,182.63105926076014
2021-02-06 09:30:00,46.26,70.0,2.93,0.08,205.8049338191218,205.8049338191218
2021-02-06 09:45:00,47.54,69.0,2.97,0.07,224.5712780007408,224.5712780007408
2021-02-06 10:00:00,48.55,67.0,3.08,0.05,241.47295910525503,241.47295910525503
2021-02-06 10:15:00,49.37,66.0,3.34,0.05,260.8927112177829,260.8927112177829
2021-02-06 10:30:00,50.22,64.0,3.34,0.03,273.0829939796452,273.0829939796452
2021-02-06 10:45:00,50.79,63.0,3.7,0.03,290.1279813038994,290.1279813038994
2021-02-06 11:00:00,51.36,63.0,3.99,0.03,302.8911865313934,302.8911865313934
2021-02-06 11:15:00,51.83,63.0,4.26,0.03,313.73000935982617,313.73000935982617
2021-02-06 11:30:00,52.45,61.0,4.62,0.04,330.313524802961,330.313524802961
2021-02-06 11:45:00,52.82,62.0,4.88,0.05,338.1621737942374,338.1621737942374
2021-02-06 12:00:00,52.91,62.0,5.1,0.05,343.1293205308513,343.1293205308513
2021-02-06 12:15:00,53.3,62.0,5.2,0.05,345.31199319314965,345.31199319314965
2021-02-06 12:30:00,53.66,61.0,5.92,0.06,354.7436172187603,354.7436172187603
2021-02-06 12:45:00,53.94,61.0,6.02,0.06,350.6666270928997,350.6666270928997
2021-02-06 13:00:00,53.74,63.0,5.95,0.06,345.4699153264602,345.4699153264602
2021-02-06 13:15:00,53.76,63.0,6.18,0.06,341.58920909308273,341.58920909308273
2021-02-06 13:30:00,53.66,64.0,6.44,0.06,334.5158719414766,334.5158719414766
2021-02-06 13:45:00,53.8,66.0,6.65,0.07,324.69325746617017,324.69325746617017
2021-02-06 14:00:00,53.33,67.0,6.79,0.11,321.3344555286608,321.3344555286608
2021-02-06 14:15:00,53.03,68.0,6.87,0.11,308.2939805459286,308.2939805459286
2021-02-06 14:30:00,52.84,67.0,6.33,0.16,300.06103601296394,300.06103601296394
2021-02-06 14:45:00,52.46,68.0,6.36,0.16,282.87367982415515,282.87367982415515
2021-02-06 15:00:00,51.91,69.0,6.43,0.16,263.9930263188396,263.9930263188396
2021-02-06 15:15:00,51.52,71.0,6.43,0.14,238.5981468184984,238.5981468184984
2021-02-06 15:30:00,50.88,72.0,6.22,0.13,212.97181396965175,212.97181396965175
2021-02-06 15:45:00,50.59,74.0,6.24,0.14,188.44271744470916,188.44271744470916
2021-02-06 16:00:00,50.58,74.0,6.02,0.16,164.20355252000115,164.20355252000115
2021-02-06 16:15:00,50.05,76.0,5.85,0.15,133.36208191205776,133.36208191205776
2021-02-06 16:30:00,49.56,78.0,5.71,0.09,97.07667075360841,97.07667075360841
2021-02-06 16:45:00,48.68,79.0,5.51,0.11,69.14321808002133,69.14321808002133
2021-02-06 17:00:00,48.09,81.0,5.22,0.12,38.610824497058175,38.610824497058175
2021-02-06 17:15:00,47.37,83.0,4.9,0.12,7.578673391687889,7.578673391687889
2021-02-06 17:30:00,45.95,85.0,5.18,0.12,0.0,0.0
2021-02-06 17:45:00,45.25,87.0,4.7,0.13,0.0,0.0
2021-02-06 18:00:00,44.82,89.0,4.53,0.18,0.0,0.0
2021-02-06 18:15:00,44.33,90.0,4.49,0.18,0.0,0.0
2021-02-06 18:30:00,43.6,92.0,3.54,0.19,0.0,0.0
2021-02-06 18:45:00,43.26,92.0,3.64,0.2,0.0,0.0
2021-02-06 19:00:00,43.33,92.0,3.6,0.29,0.0,0.0
2021-02-06 19:15:00,43.05,93.0,3.8,0.31,0.0,0.0
2021-02-06 19:30:00,42.6,93.0,3.49,0.31,0.0,0.0
2021-02-06 19:45:00,42.45,93.0,3.46,0.37,0.0,0.0
