,oat,humidity,windspeed,cloudcover,solar,sr
2021-01-01 00:00:00,43.56,98.0,2.87,0.37,0.0,0.0
2021-01-01 00:15:00,43.41,98.0,2.93,0.38,0.0,0.0
2021-01-01 00:30:00,43.28,98.0,2.98,0.41,0.0,0.0
2021-01-01 00:45:00,43.35,98.0,3.0,0.44,0.0,0.0
2021-01-01 01:00:00,43.47,98.0,2.97,0.5,0.0,0.0
2021-01-01 01:15:00,43.55,97.0,3.03,0.5,0.0,0.0
2021-01-01 01:30:00,43.69,96.0,3.07,0.5,0.0,0.0
2021-01-01 01:45:00,44.68,93.0,3.47,0.43,0.0,0.0
2021-01-01 02:00:00,44.52,92.0,3.78,0.38,0.0,0.0
2021-01-01 02:15:00,44.67,91.0,3.88,0.38,0.0,0.0
2021-01-01 02:30:00,44.79,90.0,4.01,0.39,0.0,0.0
2021-01-01 02:45:00,44.83,89.0,3.98,0.4,0.0,0.0
2021-01-01 03:00:00,44.9,89.0,4.11,0.42,0.0,0.0
2021-01-01 03:15:00,44.62,89.0,4.4,0.43,0.0,0.0
2021-01-01 03:30:00,44.67,89.0,4.51,0.45,0.0,0.0
2021-01-01 03:45:00,44.74,88.0,4.65,0.47,0.0,0.0
2021-01-01 04:00:00,44.73,88.0,4.76,0.51,0.0,0.0
2021-01-01 04:15:00,44.79,88.0,4.69,0.56,0.0,0.0
2021-01-01 04:30:00,44.71,88.0,4.82,0.62,0.0,0.0
2021-01-01 04:45:00,44.3,89.0,4.97,0.68,0.0,0.0
2021-01-01 05:00:00,43.73,90.0,4.87,0.65,0.0,0.0
2021-01-01 05:15:00,43.61,90.0,4.89,0.69,0.0,0.0
2021-01-01 05:30:00,43.46,90.0,4.89,0.7,0.0,0.0
2021-01-01 05:45:00,43.07,91.0,4.82,0.62,0.0,0.0
2021-01-01 06:00:00,43.05,91.0,4.64,0.65,0.0,0.0
2021-01-01 06:15:00,43.06,91.0,4.86,0.68,0.0,0.0
2021-01-01 06:30:00,43.12,91.0,5.19,0.71,0.0,0.0
2021-01-01 06:45:00,43.29,91.0,5.44,0.73,0.0,0.0
2021-01-01 07:00:00,43.56,90.0,5.46,0.76,0.0,0.0
2021-01-01 07:15:00,43.77,90.0,5.58,0.78,0.0,0.0
2021-01-01 07:30:00,44.03,90.0,5.67,0.79,0.0,0.0
2021-01-01 07:45:00,44.1,90.0,5.79,0.76,0.0,0.0
2021-01-01 08:00:00,44.53,90.0,5.74,0.76,2.76523886880113,2.76523886880113
2021-01-01 08:15:00,45.3,89.0,5.63,0.77,24.306166010441707,24.306166010441707
2021-01-01 08:30:00,45.76,89.0,5.48,0.77,44.82524878450148,44.82524878450148
2021-01-01 08:45:00,46.2,88.0,5.03,0.77,63.90211080931544,63.90211080931544
2021-01-01 09:00:00,46.86,87.0,4.88,0.77,82.84325200238881,82.84325200238881
2021-01-01 09:15:00,47.81,86.0,4.73,0.77,100.77576659764696,100.77576659764696
2021-01-01 09:30:00,48.63,85.0,4.62,0.77,117.81596534828128,117.81596534828128
2021-01-01 09:45:00,49.33,84.0,4.77,0.76,137.67327845583506,137.67327845583506
2021-01-01 10:00:00,50.3,82.0,4.81,0.75,157.63775753090633,157.63775753090633
2021-01-01 10:15:00,51.4,80.0,4.94,0.73,179.9584216790674,179.9584216790674
2021-01-01 10:30:00,52.6,78.0,5.16,0.7,204.3242695750214,204.3242695750214
2021-01-01 10:45:00,53.95,75.0,5.89,0.67,232.44280374416263,232.44280374416263
2021-01-01 11:00:00,54.82,74.0,6.53,0.74,231.77016734283296,231.77016734283296
2021-01-01 11:15:00,55.42,73.0,7.16,0.81,224.67228808685047,224.67228808685047
2021-01-01 11:30:00,56.13,71.0,7.74,0.8,242.23295286575785,242.23295286575785
2021-01-01 11:45:00,56.49,71.0,7.39,0.78,250.28339880795886,250.28339880795886
2021-01-01 12:00:00,56.73,71.0,7.8,0.76,262.27026053126156,262.27026053126156
2021-01-01 12:15:00,57.2,71.0,8.05,0.75,268.00246645454644,268.00246645454644
2021-01-01 12:30:00,57.58,71.0,8.2,0.73,273.6438077510705,273.6438077510705
2021-01-01 12:45:00,58.52,68.0,8.59,0.73,279.13643804483877,279.13643804483877
2021-01-01 13:00:00,58.71,69.0,8.76,0.73,274.3899574435531,274.3899574435531
2021-01-01 13:15:00,58.61,70.0,9.37,0.74,268.5048879739668,268.5048879739668
2021-01-01 13:30:00,58.32,71.0,9.39,0.75,255.94210264867456,255.94210264867456
2021-01-01 13:45:00,57.58,75.0,8.14,0.67,250.48221243851896,250.48221243851896
2021-01-01 14:00:00,57.22,77.0,8.21,0.69,231.6519950372508,231.6519950372508
2021-01-01 14:15:00,57.22,79.0,8.72,0.69,218.92905651140518,218.92905651140518
2021-01-01 14:30:00,56.79,81.0,8.82,0.74,191.8491908063413,191.8491908063413
2021-01-01 14:45:00,56.85,81.0,9.75,0.8,167.7764215999441,167.7764215999441
2021-01-01 15:00:00,56.08,85.0,8.89,0.84,131.30910791272944,131.30910791272944
2021-01-01 15:15:00,55.49,87.0,8.87,0.88,102.63448651989123,102.63448651989123
2021-01-01 15:30:00,54.86,89.0,8.92,0.9,79.98425759421747,79.98425759421747
2021-01-01 15:45:00,53.97,91.0,8.15,0.92,54.8733008518393,54.8733008518393
2021-01-01 16:00:00,53.45,93.0,8.2,0.93,36.364294576114816,36.364294576114816
2021-01-01 16:15:00,52.19,96.0,7.84,0.94,17.173161896999982,17.173161896999982
2021-01-01 16:30:00,52.03,97.0,8.01,0.94,2.161860465781122,2.161860465781122
2021-01-01 16:45:00,51.82,99.0,9.03,0.93,0.0,0.0
2021-01-01 17:00:00,51.69,99.0,9.0,0.92,0.0,0.0
2021-01-01 17:15:00,51.62,100.0,8.82,0.95,0.0,0.0
2021-01-01 17:30:00,51.51,100.0,8.21,0.95,0.0,0.0
2021-01-01 17:45:00,51.34,99.0,6.3,0.95,0.0,0.0
2021-01-01 18:00:00,51.22,99.0,5.78,0.95,0.0,0.0
2021-01-01 18:15:00,51.14,100.0,6.59,0.94,0.0,0.0
2021-01-01 18:30:00,51.04,100.0,6.13,0.93,0.0,0.0
2021-01-01 18:45:00,50.69,100.0,5.57,0.91,0.0,0.0
2021-01-01 19:00:00,50.59,100.0,5.12,0.89,0.0,0.0
2021-01-01 19:15:00,50.16,100.0,3.73,0.8,0.0,0.0
2021-01-01 19:30:00,50.17,100.0,3.84,0.79,0.0,0.0
2021-01-01 19:45:00,50.31,100.0,4.7,0.8,0.0,0.0
2021-01-01 20:00:00,50.27,100.0,4.67,0.79,0.0,0.0
2021-01-01 20:15:00,50.22,100.0,4.21,0.82,0.0,0.0
2021-01-01 20:30:00,50.09,100.0,4.1,0.78,0.0,0.0
2021-01-01 20:45:00,49.95,99.0,3.99,0.74,0.0,0.0
2021-01-01 21:00:00,49.83,99.0,3.9,0.72,0.0,0.0
2021-01-01 21:15:00,49.96,99.0,3.88,0.69,0.0,0.0
2021-01-01 21:30:00,49.84,98.0,3.81,0.68,0.0,0.0
2021-01-01 21:45:00,50.04,98.0,4.68,0.68,0.0,0.0
2021-01-01 22:00:00,49.92,98.0,4.64,0.7,0.0,0.0
2021-01-01 22:15:00,49.84,98.0,4.62,0.75,0.0,0.0
2021-01-01 22:30:00,49.78,97.0,4.62,0.82,0.0,0.0
2021-01-01 22:45:00,49.3,97.0,4.38,0.87,0.0,0.0
2021-01-01 23:00:00,48.61,98.0,4.56,0.87,0.0,0.0
2021-01-01 23:15:00,48.74,98.0,5.23,0.82,0.0,0.0
2021-01-01 23:30:00,48.69,98.0,5.17,0.8,0.0,0.0
2021-01-01 23:45:00,48.47,100.0,5.45,0.81,0.0,0.0
2021-01-02 00:00:00,48.42,100.0,5.49,0.78,0.0,0.0
2021-01-02 00:15:00,48.31,100.0,5.16,0.75,0.0,0.0
2021-01-02 00:30:00,48.2,100.0,5.14,0.74,0.0,0.0
2021-01-02 00:45:00,48.02,100.0,4.77,0.73,0.0,0.0
2021-01-02 01:00:00,48.01,100.0,5.05,0.75,0.0,0.0
2021-01-02 01:15:00,47.98,99.0,5.2,0.81,0.0,0.0
2021-01-02 01:30:00,47.98,99.0,5.37,0.89,0.0,0.0
2021-01-02 01:45:00,48.11,99.0,5.44,0.95,0.0,0.0
2021-01-02 02:00:00,48.25,98.0,5.61,0.98,0.0,0.0
2021-01-02 02:15:00,48.36,97.0,5.76,0.98,0.0,0.0
2021-01-02 02:30:00,48.3,97.0,5.74,0.98,0.0,0.0
2021-01-02 02:45:00,48.61,96.0,6.21,0.98,0.0,0.0
2021-01-02 03:00:00,48.56,95.0,6.23,0.98,0.0,0.0
2021-01-02 03:15:00,48.46,95.0,6.57,0.98,0.0,0.0
2021-01-02 03:30:00,48.44,95.0,6.7,0.99,0.0,0.0
2021-01-02 03:45:00,48.2,95.0,6.23,0.98,0.0,0.0
2021-01-02 04:00:00,48.17,95.0,6.32,0.98,0.0,0.0
2021-01-02 04:15:00,47.98,96.0,6.08,0.98,0.0,0.0
2021-01-02 04:30:00,47.97,95.0,6.09,0.98,0.0,0.0
2021-01-02 04:45:00,47.82,95.0,6.15,0.98,0.0,0.0
2021-01-02 05:00:00,47.79,95.0,6.12,0.98,0.0,0.0
2021-01-02 05:15:00,47.39,96.0,6.06,0.97,0.0,0.0
2021-01-02 05:30:00,47.31,95.0,6.04,0.97,0.0,0.0
2021-01-02 05:45:00,47.26,95.0,6.15,0.96,0.0,0.0
2021-01-02 06:00:00,47.18,95.0,6.14,0.96,0.0,0.0
2021-01-02 06:15:00,47.35,94.0,6.09,0.95,0.0,0.0
2021-01-02 06:30:00,47.27,94.0,6.26,0.94,0.0,0.0
2021-01-02 06:45:00,47.13,95.0,6.33,0.93,0.0,0.0
2021-01-02 07:00:00,47.32,94.0,6.86,0.93,0.0,0.0
2021-01-02 07:15:00,47.42,94.0,6.89,0.92,0.0,0.0
2021-01-02 07:30:00,47.57,94.0,6.86,0.91,0.0,0.0
2021-01-02 07:45:00,47.86,93.0,6.15,0.9,0.0,0.0
2021-01-02 08:00:00,48.12,94.0,6.18,0.89,0.0,0.0
2021-01-02 08:15:00,48.52,93.0,6.47,0.88,16.2799320145033,16.2799320145033
2021-01-02 08:30:00,48.94,93.0,6.47,0.88,32.998991768803016,32.998991768803016
2021-01-02 08:45:00,49.07,94.0,6.21,0.8,60.29729187398887,60.29729187398887
2021-01-02 09:00:00,49.52,94.0,6.24,0.79,79.77446268129287,79.77446268129287
2021-01-02 09:15:00,49.67,94.0,6.23,0.8,94.4541570104457,94.4541570104457
2021-01-02 09:30:00,50.06,94.0,6.33,0.82,105.53089876067061,105.53089876067061
2021-01-02 09:45:00,50.5,93.0,6.5,0.87,107.26024331632078,107.26024331632078
2021-01-02 10:00:00,50.96,93.0,6.56,0.88,115.84522796496431,115.84522796496431
2021-01-02 10:15:00,51.59,91.0,6.31,0.89,123.87375617693453,123.87375617693453
2021-01-02 10:30:00,52.15,90.0,6.27,0.89,134.27991393676683,134.27991393676683
2021-01-02 10:45:00,52.81,89.0,6.14,0.89,142.96557641392428,142.96557641392428
2021-01-02 11:00:00,53.29,88.0,6.13,0.9,147.2527439244907,147.2527439244907
2021-01-02 11:15:00,53.08,88.0,5.65,0.92,139.36163185981036,139.36163185981036
2021-01-02 11:30:00,53.46,87.0,5.64,0.94,135.52592303808072,135.52592303808072
2021-01-02 11:45:00,53.87,87.0,5.8,0.95,134.66084384748686,134.66084384748686
2021-01-02 12:00:00,54.16,86.0,5.81,0.96,133.2838599518764,133.2838599518764
2021-01-02 12:15:00,54.32,85.0,5.66,0.97,129.24868700372602,129.24868700372602
2021-01-02 12:30:00,54.11,86.0,5.68,0.98,121.45417058299783,121.45417058299783
2021-01-02 12:45:00,54.02,86.0,6.16,0.99,119.1119015607151,119.1119015607151
2021-01-02 13:00:00,54.07,86.0,6.28,0.99,118.03775113988976,118.03775113988976
2021-01-02 13:15:00,53.9,87.0,6.33,0.99,113.32775507306363,113.32775507306363
2021-01-02 13:30:00,53.74,88.0,6.41,1.0,102.75123373277059,102.75123373277059
2021-01-02 13:45:00,53.44,89.0,6.02,1.0,92.8829143530522,92.8829143530522
2021-01-02 14:00:00,53.4,90.0,6.16,1.0,86.93973025144149,86.93973025144149
2021-01-02 14:15:00,53.03,92.0,6.31,0.99,83.27608229822371,83.27608229822371
2021-01-02 14:30:00,52.94,92.0,6.44,0.99,77.331008770199,77.331008770199
2021-01-02 14:45:00,53.11,91.0,6.35,0.99,70.53297237448253,70.53297237448253
2021-01-02 15:00:00,53.0,92.0,6.52,0.99,61.68613401150931,61.68613401150931
2021-01-02 15:15:00,,,,,,
2021-01-02 15:30:00,,,,,,
2021-01-02 15:45:00,,,,,,
2021-01-02 16:00:00,52.57,93.0,7.34,0.99,23.020147723620475,23.020147723620475
2021-01-02 16:15:00,52.61,93.0,7.32,0.99,10.913378167253247,10.913378167253247
2021-01-02 16:30:00,52.74,92.0,7.38,0.99,0.0,0.0
2021-01-02 16:45:00,52.76,92.0,7.02,0.98,0.0,0.0
2021-01-02 17:00:00,52.82,92.0,7.08,0.98,0.0,0.0
2021-01-02 17:15:00,52.91,93.0,7.36,0.99,0.0,0.0
2021-01-02 17:30:00,52.9,93.0,7.4,1.0,0.0,0.0
2021-01-02 17:45:00,52.98,92.0,8.46,1.0,0.0,0.0
2021-01-02 18:00:00,52.72,93.0,8.3,1.0,0.0,0.0
2021-01-02 18:15:00,52.75,93.0,8.31,1.0,0.0,0.0
2021-01-02 18:30:00,52.79,93.0,8.33,1.0,0.0,0.0
2021-01-02 18:45:00,52.47,93.0,7.3,1.0,0.0,0.0
2021-01-02 19:00:00,52.51,93.0,7.34,1.0,0.0,0.0
2021-01-02 19:15:00,52.73,92.0,7.64,1.0,0.0,0.0
2021-01-02 19:30:00,52.74,93.0,7.65,1.0,0.0,0.0
2021-01-02 19:45:00,52.07,96.0,7.66,1.0,0.0,0.0
2021-01-02 20:00:00,52.13,96.0,7.68,1.0,0.0,0.0
2021-01-02 20:15:00,52.82,94.0,8.3,1.0,0.0,0.0
2021-01-02 20:30:00,52.15,96.0,8.28,1.0,0.0,0.0
2021-01-02 20:45:00,52.08,96.0,7.91,1.0,0.0,0.0
2021-01-02 21:00:00,52.11,96.0,7.88,1.0,0.0,0.0
2021-01-02 21:15:00,51.52,98.0,7.97,1.0,0.0,0.0
2021-01-02 21:30:00,51.64,98.0,8.08,1.0,0.0,0.0
2021-01-02 21:45:00,51.69,97.0,7.96,1.0,0.0,0.0
2021-01-02 22:00:00,51.76,97.0,8.02,1.0,0.0,0.0
2021-01-02 22:15:00,51.78,96.0,8.03,1.0,0.0,0.0
2021-01-02 22:30:00,51.77,96.0,8.03,1.0,0.0,0.0
2021-01-02 22:45:00,51.6,97.0,8.16,1.0,0.0,0.0
2021-01-02 23:00:00,51.57,97.0,8.15,1.0,0.0,0.0
2021-01-02 23:15:00,52.63,94.0,7.57,1.0,0.0,0.0
2021-01-02 23:30:00,51.74,98.0,7.88,0.99,0.0,0.0
2021-01-02 23:45:00,51.67,98.0,7.77,0.99,0.0,0.0
2021-01-03 00:00:00,51.65,98.0,7.79,0.99,0.0,0.0
2021-01-03 00:15:00,51.89,97.0,8.21,0.99,0.0,0.0
2021-01-03 00:30:00,51.88,97.0,8.21,0.99,0.0,0.0
2021-01-03 00:45:00,51.88,97.0,8.14,0.99,0.0,0.0
2021-01-03 01:00:00,51.9,97.0,8.15,0.99,0.0,0.0
2021-01-03 01:15:00,51.94,95.0,8.26,0.99,0.0,0.0
2021-01-03 01:30:00,51.97,95.0,8.29,0.99,0.0,0.0
2021-01-03 01:45:00,52.1,95.0,8.4,0.99,0.0,0.0
2021-01-03 02:00:00,52.11,95.0,8.43,0.99,0.0,0.0
2021-01-03 02:15:00,51.88,96.0,8.54,0.99,0.0,0.0
2021-01-03 02:30:00,51.89,96.0,8.62,0.99,0.0,0.0
2021-01-03 02:45:00,52.12,94.0,8.44,1.0,0.0,0.0
2021-01-03 03:00:00,52.12,94.0,8.49,1.0,0.0,0.0
2021-01-03 03:15:00,52.12,94.0,8.89,1.0,0.0,0.0
2021-01-03 03:30:00,51.96,95.0,9.01,0.99,0.0,0.0
2021-01-03 03:45:00,52.06,95.0,9.11,0.99,0.0,0.0
2021-01-03 04:00:00,52.06,95.0,9.1,0.99,0.0,0.0
2021-01-03 04:15:00,52.1,95.0,9.37,0.99,0.0,0.0
2021-01-03 04:30:00,52.06,95.0,9.25,0.99,0.0,0.0
2021-01-03 04:45:00,52.03,95.0,8.57,0.99,0.0,0.0
2021-01-03 05:00:00,52.0,95.0,8.51,0.99,0.0,0.0
2021-01-03 05:15:00,52.05,95.0,8.58,1.0,0.0,0.0
2021-01-03 05:30:00,51.97,96.0,8.46,1.0,0.0,0.0
2021-01-03 05:45:00,51.77,95.0,8.78,1.0,0.0,0.0
2021-01-03 06:00:00,51.75,95.0,8.71,1.0,0.0,0.0
2021-01-03 06:15:00,51.76,95.0,8.62,1.0,0.0,0.0
2021-01-03 06:30:00,51.78,95.0,8.53,1.0,0.0,0.0
2021-01-03 06:45:00,51.88,95.0,8.52,1.0,0.0,0.0
2021-01-03 07:00:00,51.89,94.0,8.49,1.0,0.0,0.0
2021-01-03 07:15:00,51.89,94.0,8.34,1.0,0.0,0.0
2021-01-03 07:30:00,51.91,94.0,8.42,1.0,0.0,0.0
2021-01-03 07:45:00,51.88,94.0,8.66,1.0,0.0,0.0
2021-01-03 08:00:00,51.88,94.0,8.6,1.0,0.0,0.0
2021-01-03 08:15:00,51.85,95.0,8.72,1.0,8.05920882845482,8.05920882845482
2021-01-03 08:30:00,51.91,95.0,8.78,1.0,20.771477619737144,20.771477619737144
2021-01-03 08:45:00,51.9,95.0,8.55,1.0,31.955770692422725,31.955770692422725
2021-01-03 09:00:00,51.89,95.0,9.03,1.0,45.35942933586095,45.35942933586095
2021-01-03 09:15:00,51.88,95.0,9.1,1.0,56.69052352530423,56.69052352530423
2021-01-03 09:30:00,51.87,96.0,9.15,1.0,65.95697391586256,65.95697391586256
2021-01-03 09:45:00,51.88,96.0,9.93,1.0,80.43044187040505,80.43044187040505
2021-01-03 10:00:00,51.95,96.0,9.98,1.0,89.86540894849121,89.86540894849121
2021-01-03 10:15:00,52.1,96.0,10.06,1.0,98.71129287331262,98.71129287331262
2021-01-03 10:30:00,52.31,96.0,10.14,1.0,106.72305318194665,106.72305318194665
2021-01-03 10:45:00,52.81,95.0,9.14,1.0,106.72992369480455,106.72992369480455
2021-01-03 11:00:00,52.97,94.0,9.24,1.0,114.84944920977694,114.84944920977694
2021-01-03 11:15:00,52.94,94.0,9.38,1.0,120.5527170605995,120.5527170605995
2021-01-03 11:30:00,53.08,93.0,9.67,1.0,128.80624132514677,128.80624132514677
2021-01-03 11:45:00,53.32,93.0,9.66,1.0,131.3389623027287,131.3389623027287
2021-01-03 12:00:00,53.54,92.0,9.7,1.0,135.45302161360655,135.45302161360655
2021-01-03 12:15:00,53.81,91.0,9.76,1.0,138.75474905615997,138.75474905615997
2021-01-03 12:30:00,54.15,90.0,9.84,1.0,141.196270120166,141.196270120166
2021-01-03 12:45:00,54.55,88.0,9.72,1.0,142.78297218852276,142.78297218852276
2021-01-03 13:00:00,54.83,88.0,9.33,1.0,136.64867103897583,136.64867103897583
2021-01-03 13:15:00,55.17,86.0,9.14,1.0,135.41650340099824,135.41650340099824
2021-01-03 13:30:00,55.52,84.0,8.9,1.0,132.59163632220373,132.59163632220373
2021-01-03 13:45:00,56.17,83.0,8.67,1.0,126.79841225415937,126.79841225415937
2021-01-03 14:00:00,56.51,82.0,8.45,1.0,120.06183640074946,120.06183640074946
2021-01-03 14:15:00,55.24,86.0,8.29,1.0,104.21642911731097,104.21642911731097
2021-01-03 14:30:00,55.35,86.0,7.99,1.0,93.82062225905892,93.82062225905892
2021-01-03 14:45:00,55.33,86.0,7.32,1.0,80.42710181821005,80.42710181821005
2021-01-03 15:00:00,55.35,87.0,7.11,1.0,68.36442721708735,68.36442721708735
2021-01-03 15:15:00,54.67,88.0,6.94,1.0,56.30310828126261,56.30310828126261
2021-01-03 15:30:00,54.75,88.0,6.8,1.0,45.2708871795084,45.2708871795084
2021-01-03 15:45:00,54.56,89.0,7.02,1.0,34.310980949212016,34.310980949212016
2021-01-03 16:00:00,54.6,90.0,6.93,1.0,21.80000520729924,21.80000520729924
2021-01-03 16:15:00,54.56,91.0,6.09,1.0,7.60524663475303,7.60524663475303
2021-01-03 16:30:00,54.5,91.0,6.25,1.0,0.0,0.0
2021-01-03 16:45:00,54.65,89.0,7.2,0.99,0.0,0.0
2021-01-03 17:00:00,54.54,89.0,7.36,0.99,0.0,0.0
2021-01-03 17:15:00,54.82,88.0,7.47,0.99,0.0,0.0
2021-01-03 17:30:00,54.64,88.0,7.69,0.99,0.0,0.0
2021-01-03 17:45:00,54.13,89.0,7.14,0.99,0.0,0.0
2021-01-03 18:00:00,54.01,89.0,7.36,0.99,0.0,0.0
2021-01-03 18:15:00,54.63,86.0,7.23,0.99,0.0,0.0
2021-01-03 18:30:00,54.59,86.0,7.43,0.99,0.0,0.0
2021-01-03 18:45:00,54.55,86.0,7.38,1.0,0.0,0.0
2021-01-03 19:00:00,54.56,86.0,7.47,1.0,0.0,0.0
2021-01-03 19:15:00,54.58,86.0,7.69,1.0,0.0,0.0
2021-01-03 19:30:00,54.62,87.0,7.95,1.0,0.0,0.0
2021-01-03 19:45:00,54.48,88.0,8.33,1.0,0.0,0.0
2021-01-03 20:00:00,53.9,90.0,8.34,1.0,0.0,0.0
2021-01-03 20:15:00,53.99,90.0,8.72,1.0,0.0,0.0
2021-01-03 20:30:00,54.13,90.0,9.17,1.0,0.0,0.0
2021-01-03 20:45:00,54.02,90.0,9.24,0.99,0.0,0.0
2021-01-03 21:00:00,54.1,90.0,9.6,0.99,0.0,0.0
2021-01-03 21:15:00,54.72,88.0,9.45,0.99,0.0,0.0
2021-01-03 21:30:00,54.72,88.0,9.82,0.99,0.0,0.0
2021-01-03 21:45:00,54.7,88.0,10.08,0.99,0.0,0.0
2021-01-03 22:00:00,54.69,88.0,10.41,0.99,0.0,0.0
2021-01-03 22:15:00,54.45,89.0,10.69,0.99,0.0,0.0
2021-01-03 22:30:00,54.49,89.0,11.03,0.99,0.0,0.0
2021-01-03 22:45:00,55.18,85.0,10.87,0.99,0.0,0.0
2021-01-03 23:00:00,55.19,85.0,11.2,0.99,0.0,0.0
2021-01-03 23:15:00,54.84,86.0,11.73,0.96,0.0,0.0
2021-01-03 23:30:00,54.85,86.0,12.02,0.96,0.0,0.0
2021-01-03 23:45:00,54.93,85.0,11.98,0.95,0.0,0.0
2021-01-04 00:00:00,54.95,85.0,12.3,0.95,0.0,0.0
2021-01-04 00:15:00,55.03,84.0,12.95,0.94,0.0,0.0
2021-01-04 00:30:00,55.11,84.0,13.19,0.94,0.0,0.0
2021-01-04 00:45:00,55.41,84.0,13.56,0.95,0.0,0.0
2021-01-04 01:00:00,55.44,84.0,13.75,0.96,0.0,0.0
2021-01-04 01:15:00,55.18,82.0,13.88,0.96,0.0,0.0
2021-01-04 01:30:00,55.21,83.0,14.11,0.96,0.0,0.0
2021-01-04 01:45:00,55.59,81.0,14.66,0.96,0.0,0.0
2021-01-04 02:00:00,55.6,81.0,14.53,0.97,0.0,0.0
2021-01-04 02:15:00,55.54,81.0,14.65,0.97,0.0,0.0
2021-01-04 02:30:00,55.46,82.0,14.84,0.98,0.0,0.0
2021-01-04 02:45:00,55.45,81.0,14.46,0.98,0.0,0.0
2021-01-04 03:00:00,55.39,81.0,14.66,0.99,0.0,0.0
2021-01-04 03:15:00,56.09,80.0,14.86,0.99,0.0,0.0
2021-01-04 03:30:00,55.99,81.0,15.11,0.99,0.0,0.0
2021-01-04 03:45:00,55.93,84.0,15.0,1.0,0.0,0.0
2021-01-04 04:00:00,55.82,85.0,15.24,1.0,0.0,0.0
2021-01-04 04:15:00,55.97,85.0,15.66,1.0,0.0,0.0
2021-01-04 04:30:00,55.99,86.0,15.64,1.0,0.0,0.0
2021-01-04 04:45:00,55.37,90.0,17.22,1.0,0.0,0.0
2021-01-04 05:00:00,55.29,90.0,17.37,1.0,0.0,0.0
2021-01-04 05:15:00,55.35,90.0,17.57,1.0,0.0,0.0
2021-01-04 05:30:00,55.28,91.0,17.82,1.0,0.0,0.0
2021-01-04 05:45:00,55.45,90.0,16.5,1.0,0.0,0.0
2021-01-04 06:00:00,54.52,92.0,16.57,1.0,0.0,0.0
2021-01-04 06:15:00,54.53,93.0,16.39,1.0,0.0,0.0
2021-01-04 06:30:00,54.57,94.0,16.12,1.0,0.0,0.0
2021-01-04 06:45:00,54.76,93.0,15.06,1.0,0.0,0.0
2021-01-04 07:00:00,54.69,94.0,14.54,1.0,0.0,0.0
2021-01-04 07:15:00,54.45,95.0,14.07,1.0,0.0,0.0
2021-01-04 07:30:00,54.32,96.0,13.32,1.0,0.0,0.0
2021-01-04 07:45:00,53.54,100.0,12.8,1.0,0.0,0.0
2021-01-04 08:00:00,53.37,100.0,12.12,1.0,0.0,0.0
2021-01-04 08:15:00,53.1,100.0,11.76,1.0,13.004477877242321,13.004477877242321
2021-01-04 08:30:00,53.13,100.0,11.25,1.0,25.680743053483933,25.680743053483933
2021-01-04 08:45:00,52.82,100.0,12.55,1.0,43.65797884048664,43.65797884048664
2021-01-04 09:00:00,52.61,100.0,11.85,1.0,53.958416283553134,53.958416283553134
2021-01-04 09:15:00,52.36,100.0,11.01,1.0,61.72431460877184,61.72431460877184
2021-01-04 09:30:00,52.09,100.0,10.13,0.99,70.89816562931614,70.89816562931614
2021-01-04 09:45:00,51.9,100.0,8.27,0.99,68.53417027569748,68.53417027569748
2021-01-04 10:00:00,51.69,100.0,7.72,0.98,76.80579430457622,76.80579430457622
2021-01-04 10:15:00,51.04,100.0,7.38,0.99,76.86145302594498,76.86145302594498
2021-01-04 10:30:00,50.93,100.0,7.2,0.99,81.39860924314061,81.39860924314061
2021-01-04 10:45:00,50.81,100.0,7.12,0.99,85.89987192282128,85.89987192282128
2021-01-04 11:00:00,50.26,100.0,7.63,0.99,94.81228508617812,94.81228508617812
2021-01-04 11:15:00,50.13,100.0,7.65,0.99,98.75932572328603,98.75932572328603
2021-01-04 11:30:00,50.02,100.0,7.74,1.0,96.9044551701716,96.9044551701716
2021-01-04 11:45:00,49.95,100.0,7.49,1.0,96.58323404921296,96.58323404921296
2021-01-04 12:00:00,49.81,100.0,7.14,1.0,94.45043427108469,94.45043427108469
2021-01-04 12:15:00,49.56,100.0,7.8,1.0,101.25809869932672,101.25809869932672
2021-01-04 12:30:00,49.4,100.0,7.04,1.0,93.60062010936139,93.60062010936139
2021-01-04 12:45:00,49.31,100.0,5.84,1.0,81.03134590272542,81.03134590272542
2021-01-04 13:00:00,48.83,98.0,6.7,0.99,97.42614917209801,97.42614917209801
2021-01-04 13:15:00,48.81,98.0,6.22,0.97,101.10558221887315,101.10558221887315
2021-01-04 13:30:00,48.87,97.0,5.66,0.94,109.45692892643078,109.45692892643078
2021-01-04 13:45:00,48.66,98.0,7.94,0.92,130.83881794577974,130.83881794577974
2021-01-04 14:00:00,48.75,97.0,7.47,0.91,126.09930683973901,126.09930683973901
2021-01-04 14:15:00,48.55,98.0,6.84,0.97,86.2840727628014,86.2840727628014
2021-01-04 14:30:00,48.81,97.0,6.63,0.96,83.39243951420976,83.39243951420976
2021-01-04 14:45:00,48.9,97.0,6.36,0.94,80.79476061758336,80.79476061758336
2021-01-04 15:00:00,49.14,97.0,6.1,0.94,69.73661065847038,69.73661065847038
2021-01-04 15:15:00,48.99,97.0,5.4,0.94,55.87540190736809,55.87540190736809
2021-01-04 15:30:00,49.23,97.0,5.21,0.94,44.640105853807036,44.640105853807036
